Filename, Date modified, File type
"/data/music/BoormanF05/Arcadelt_Il_bianco.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Bernart_de_Ventadorn.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Borrono_Pavana.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Borrono_Saltarello.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Bossinensis_Ricerca.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Browne_Stabat.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Dufay_Adieu.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Byrd_Have_with_you_to_Walsingham.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Byrd_Libera_me.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Capirola_Tentalora.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Chant_Beata_progenies.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Chatelain_de_Couci.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Ciconia_O_rosa_bella.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Ciconia_Sus_une_fontayne.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Ciconia_Venecie.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Dowland_Come_again_sweel_love.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Dufay_Missa_Ave_regina.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Dufay_Missa_Se_la_face_Gloria.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Dufay_Missa_Se_la_face_Kyrie.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Dufay_Mon_cuer.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Dufay_Resvellies_vous.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Dunstable_Alma.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Dunstable_Quam_pulcra_es.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Dunstable_Veni_sancte_spiritus_Veni_creator.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Forest_Qualis_Est_Dilectus.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Francesco_da_Milano.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Fuenllana_Morenica.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Gabrieli_Canzone_9.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Gabrieli_Omnes_gentes.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Gesualdo_Moro.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Guiraut_de_Bornelh.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Hayne_van_Ghizeghem.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Hildegard_of_Bingen_Favus_distillans.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Hildegard_of_Bingen_O_rubor_sanguinis.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Merulo.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Hofhaime_Nach_willen.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Josquin_Ave_Maria.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Josquin_Missa_Pange_Lingua_Kyrie.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/La_Pellegrina_Intermedio6_1.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/La_Pellegrina_Intermedio6_2.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/La_Pellegrina_Intermedio6_3.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/La_Pellegrina_Intermedio6_4.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/La_Pellegrina_Intermedio6_5.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Landini_Giunta.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Lasso_Bonjour.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Lassus_Susanne.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Leonin_Alleluya.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Luzzaschi.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Machaut_Biaute.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Machaut_Comment.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Machaut_O_livoris.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Machaut_Rose.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Marenzio_Sinfonia.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Marenzio_Solo.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Martin_Codax.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Matteo_de_Perusio.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Moniot_d_Arras.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Mouton.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Obrecht_Missa_Maria.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Ockeghem_Alma.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Ockeghem_Ma_bouche_rit.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Ockeghem_Missa_De_Agnus", 2007 Apr 24, 
"/data/music/BoormanF05/Pacolini.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Palestrina_Missa_Aeterna_Benedictus.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Palestrina_Missa_Aeterna_Sanctus.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Power.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Peter_Abelard_Planctus_David.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Philipoctus_de_Caserta.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Roman_de_Fauvel_Favellandi_vicium.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Roman_de_Fauvel_Introduction.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Roman_de_Fauvel_Le_mesnie.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Roman_de_Fauvel_Mundus.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Roman_de_Fauvel_Quare.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Roman_de_Fauvel_spoken_from_line_11.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Roman_de_Fauvel_spoken_from_line_23.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Rore_Anco_Rognoni.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Rore_Ancor.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Rore_Ancor_Bovicelli.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Senfl.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Sermisy.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Tallis_Lamentations.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Tallis_O_Lord_in_Thee.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Tallis_Purge_me.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Vitry.ram", 2007 Apr 24, RAM
"/data/music/BoormanF05/Weelkes.ram", 2007 Apr 24, RAM
